text,isdog
"The Sussex Spaniel is a breed of dog native to Sussex in southern England. It is a low, compact spaniel and is as old a breed as and similar in appearance to the Clumber Spaniel. They can be slow-paced, but can have a clownish and energetic temperament. They suffer from health conditions common to spaniels and some large dogs, as well as a specific range of heart conditions and spinal disc herniation.",1
"The Swedish Lapphund (Swedish: Svensk lapphund) is a breed of dog of the Spitz type from Sweden, one of three Lapphund breeds developed from a type of dog used by the Sami people for herding and guarding their reindeer.The expression ""the black beauty of Norrland"" is very often attributed to the Swedish lapphund, which is most likely one of Sweden's oldest breeds.",1
"The Swedish Vallhund, also known as the Västgötaspets and Swedish cow dog, is a breed of dog native to Sweden. The breed's name, Vallhund, when translated into English, means herding dog, as the Swedish Vallhund was originally bred as a drover and herder of cows over 1,000 years ago.[1][2] In 1942, the dog came close to extinction, but careful breeding and publicity by Swedish national Björn von Rosen and K. G. Zettersten managed to revive the breed in popularity and save it from its likely end.[3] In 1943, the Swedish Kennel Club recognized the Swedish Vallhund as a breed, and officially categorized the Swedish Vallhund as ""the Västgötaspets"" for Västergötland, the province in which their revival took place.[3] Since then, the breed has been recognized by, and bred in, over ten countries and has gained some popularity.[3] ",1
"A mastiff is a large and powerful type of dog.[1][2] Mastiffs are among the largest dogs, and typically have a short coat, a long low-set tail and large feet; the skull is large and bulky, the muzzle broad and short (brachycephalic) and the ears drooping and pendant-shaped.[1][2] European and Asian records dating back 3,000 years show dogs of the mastiff type.[3] Mastiffs have historically been guard dogs, protecting homes and property, although throughout history they have been used as hunting dogs, war dogs and for blood sports, such as fighting each other and other animals, including bulls, bears and even lions.[2][3]",1
"The Taigan (Kyrgyz: тайган), and also known as Kyrgyz Taighany (Kyrgyz: кыргыз тайганы) (Kyrgyzskaya Borzaya in Russian), Mongolian Taiga dog is a breed of sighthound from Kyrgyzstan. The Taigan is found in the alpine Tian Shan region of Kyrgyzstan on the border with China, it is closely related to the Tazy and the Saluki.[1][2][3]",1
"The Taiwan Dog (Chinese: 台灣犬) is a breed of small or medium dog indigenous to Taiwan. These dogs are also known as the Formosan Mountain Dog.[1] They are well-adapted to the uneven and thickly forested terrain of Taiwan, having become a semi-wild breed prior to the arrival of several colonial reigns and foreign powers. Notwithstanding these adaptations, Formosans retained the potential to be trained and are now used as hunting dogs, guard dogs, stunt dogs, rescue dogs, or simply as companions.[2][3]  Formosans are classified into one medium type and two small types.[4]",1
"The Northern Inuit Dog, along with its offshoot breed lines the Tamaskan dog, the British Timber dog and the Utonagan, is a breed of dog developed from a 1980s breeding project in the United Kingdom with the objective of producing a dog breed that resembles wolves.[1][2]",1
"The Tang Dog (唐狗) is an ancient medium-sized dog breed indigenous to southern China. Tang dogs are prized as a companion and watch dog but are also occasionally used for hunting and as meat dogs.[1][2] The breed is named for the Tang Dynasty, a period of prosperity in China.[1]",1
"The Tarsus çatalburun or Turkish Pointer is a native hound of Turkey most recognizable for its split or bifid nose.[1][2][3] The word ""çatalburuns"" meaning forked nose.[4][2] It is a very rare breed with only a few hundred specimens.[1][5] The Tarsus çatalburun is unrecognized by any kennel club.[1]",1
"Tazy is a breed of sighthound hunting dog originating from Kazakhstan.[1][2][3] Though it looks similar to the Saluki sighthound, it is a related but different dog breed.[4]",1
"The Teddy Roosevelt Terrier is a small to medium-sized American hunting terrier. It is lower-set, with shorter legs, and is more muscular with heavier bone density than the related American Rat Terrier. Much diversity exists in the history of the Teddy Roosevelt Terrier breed, and it shares a common early history with the American Rat Terrier, Fox Paulistinha, and Tenterfield Terrier. The Rat Terrier's background is said to stem from the terriers or other dogs that were brought over by early English and other working-class immigrants. Since the breed was a farm, hunting, and utility dog, little to no planned breeding was used  other than breeding dogs with agreeable traits to each other to produce the desired work ethic in the dog. The Feist (dog), Bull Terrier, Smooth Fox Terrier, Manchester Terrier, Whippet, Italian Greyhound, the now extinct English White Terrier, Turnspit Dog, and Wry-legged Terrier all share in the Teddy Roosevelt Terrier's ancestry.[1]  These early ratting terriers were then most likely bred to the Beagle or Beagle crossbred dogs (for increased scenting ability) and other dogs. Maximizing the influences from these various breeds provides the modern Teddy Roosevelt Terrier with a keen sense of awareness and prey drive, an acute sense of smell. and a very high intellect. Although they tend to be aloof with strangers, they are devoted companion dogs with a strong desire to please and be near their owners at all times.",1
"The Telomian is a type of dog found in isolated villages near the Telom River in the rainforests of the Malay Peninsula.[2] It has been introduced into the United States.[2][3] Some US-based breeders were selling these dogs as pure breds, which was dismissed with the Malaysian Kennel Association in a statement that these are pariah dogs and not a breed.[4]",1
"The Tenterfield Terrier is a dog breed developed in Australia. They are a strong, active, hardy and agile dog, their smooth short coat making them 'easy care' family companions.",1
The Brazilian Terrier is a breed of dog developed in Brazil. It is one of several terriers and one of the two worldwide recognized native breeds of Brazil.[2][3],1
The Thai Bangkaew Dog (Thai: ไทยบางแก้ว) is an Asian dog breed. It is a medium-sized spitz-type dog.,1
"The Thai Ridgeback (Thai: ไทยหลังอาน, RTGS: Thai Lang-An) is a dog from Thailand. The Thai Ridgeback is one of only three breeds that has a ridge of hair that runs along its back in the opposite direction to the rest of the coat. The other two are the Rhodesian Ridgeback and the Phu Quoc Ridgeback.",1
"The Tibetan Kyi Apso (Tibetan:  འདོགས་ཁྱི; Apso Do Khyi) is a medium to large sized breed of livestock guardian dog originating from Tibet and the Himalayas. It is considered an ancient and rare landrace, similar in appearance and stature to the related Tibetan Mastiff.[1]  ",1
"The Tibetan Mastiff (Tibetan: འབྲོག་ཁྱི། འདོགས་ཁྱི། སེང་ཁྱི།, romanized: Drok chi/kyi; 'Dok kyi; Seng kyi, lit. 'Nomad-dog; chaining dog; lion-dog', THL: Do khyi, Wylie: 'brog khyi; 'dogs khyi; seng khyi)[a] is a large size Tibetan dog breed. Its double coat is medium to long, subject to climate, and found in a wide variety of colors, including solid black, black and tan, various shades of red (from pale gold to deep red) and bluish-gray (dilute black), and sometimes with white markings around neck, chest and legs.",1
"The Tibetan Spaniel is a breed of assertive, small dogs originating in Tibet. This breed is not a spaniel in the original meaning of the term; its breeding differs from other spaniels, and unlike true spaniels, which are gun dogs, the Tibetan spaniel is a companion dog. The spaniel name may have been given due to its resemblance to the bred-down lapdog versions of the hunting spaniels, such as the Cavalier King Charles spaniel.",1
